time,step,loss,examples/sec,sec/batch
2016-11-29 00:37:31.662820,4020,1.00,1908.8,0.067
2016-11-29 00:37:36.783781,4030,0.84,2207.6,0.058
2016-11-29 00:37:41.833562,4040,1.07,2155.1,0.059
2016-11-29 00:37:46.824077,4050,1.07,2210.0,0.058
2016-11-29 00:37:52.033096,4060,0.94,1990.8,0.064
2016-11-29 00:37:57.229463,4070,0.96,1755.8,0.073
2016-11-29 00:38:02.286499,4080,0.76,2124.4,0.060
2016-11-29 00:38:07.463454,4090,1.03,1899.7,0.067
2016-11-29 00:38:12.527979,4100,0.86,2067.4,0.062
2016-11-29 00:38:18.203931,4110,0.89,1751.5,0.073
2016-11-29 00:38:23.303394,4120,0.76,2062.8,0.062
2016-11-29 00:38:28.414814,4130,1.04,2344.0,0.055
2016-11-29 00:38:33.478320,4140,0.87,2002.4,0.064
2016-11-29 00:38:38.660114,4150,0.93,2113.4,0.061
2016-11-29 00:38:43.797478,4160,0.93,1888.9,0.068
2016-11-29 00:38:48.794207,4170,0.92,1946.2,0.066
2016-11-29 00:38:53.862996,4180,0.82,1990.1,0.064
2016-11-29 00:38:58.925211,4190,0.79,2162.0,0.059
2016-11-29 00:39:04.112567,4200,0.84,1861.8,0.069
2016-11-29 00:39:09.761520,4210,0.92,2042.0,0.063
2016-11-29 00:39:14.848878,4220,0.94,2135.8,0.060
2016-11-29 00:39:19.900959,4230,0.64,1854.6,0.069
2016-11-29 00:39:25.166365,4240,0.91,1964.5,0.065
2016-11-29 00:39:30.283887,4250,0.87,2121.5,0.060
2016-11-29 00:39:35.232697,4260,1.00,2144.4,0.060
2016-11-29 00:39:40.357055,4270,0.88,1984.0,0.065
2016-11-29 00:39:45.506603,4280,0.89,2298.4,0.056
2016-11-29 00:39:50.543082,4290,0.88,1812.5,0.071
2016-11-29 00:39:55.800835,4300,0.85,2102.7,0.061
2016-11-29 00:40:01.482900,4310,1.02,1940.9,0.066
2016-11-29 00:40:06.593724,4320,0.92,1896.5,0.067
2016-11-29 00:40:11.800262,4330,0.73,2060.6,0.062
2016-11-29 00:40:16.874999,4340,0.87,1888.2,0.068
2016-11-29 00:40:22.010647,4350,0.78,1674.7,0.076
2016-11-29 00:40:27.098227,4360,0.78,2032.7,0.063
2016-11-29 00:40:32.212915,4370,0.80,2021.4,0.063
2016-11-29 00:40:37.177475,4380,0.78,1984.4,0.065
